inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C18H19NO2/c1-18-13-7-3-4-8-15(13)19-17(14(18)10-11-21-18)12-6-2-5-9-16(12)20/h2-9,14,17,19-20H,10-11H2,1H3",KWMHGJYCAUEFMW-UHFFFAOYSA-N,CC12OCCC1C(c1ccccc1O)Nc1ccccc12,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H12N2O3/c17-12-9-5-4-8-11(12)14(19)16-15-13(18)10-6-2-1-3-7-10/h1-9,17H,(H,15,18)(H,16,19)",YPAUORLPKIMOLZ-UHFFFAOYSA-N,OC(=NN=C(O)c1ccccc1O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O2/c1-11(18)17-13-8-6-12(7-9-13)10-16-14-4-2-3-5-15(14)19/h2-10,19H,1H3,(H,17,18)",UWIFHNOOUKZTBV-UHFFFAOYSA-N,CC(O)=Nc1ccc(C=Nc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H20O3/c20-18-9-5-4-8-17(18)19(21)22-16-12-10-15(11-13-16)14-6-2-1-3-7-14/h4-5,8-14,20H,1-3,6-7H2",WBMGDRWFJZTTNI-UHFFFAOYSA-N,O=C(Oc1ccc(C2CCCCC2)cc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H13NO2/c1-12(2)8-7-11(14)9-5-3-4-6-10(9)13/h3-8,13H,1-2H3",SVBCOAAIOJDZNC-UHFFFAOYSA-N,CN(C)C=CC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H16N2O4/c1-3-20-13(18)11-8(2)15-14(19)16-12(11)9-6-4-5-7-10(9)17/h4-7,12,17H,3H2,1-2H3,(H2,15,16,19)",XVQLAIHJGSGKQJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)N=C(O)NC1c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14O4/c1-18-15(17)13-8-7-12(9-14(13)16)19-10-11-5-3-2-4-6-11/h2-9,16H,10H2,1H3",PHYPTZODBQEMJU-UHFFFAOYSA-N,COC(=O)c1ccc(OCc2ccccc2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H14O2/c1-4-9(12)11-8(3)5-7(2)6-10(11)13/h5-6,13H,4H2,1-3H3",BHKDPAPVRAFUKH-UHFFFAOYSA-N,CCC(=O)c1c(C)cc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O3/c1-13-10(12)7-6-8-4-2-3-5-9(8)11/h2-7,11H,1H3",YMXREWKKROWOSO-UHFFFAOYSA-N,COC(=O)C=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H11NO4/c1-6(12)11-7-3-4-8(9(13)5-7)10(14)15-2/h3-5,13H,1-2H3,(H,11,12)",LCXHOHRQXZMSQN-UHFFFAOYSA-N,COC(=O)c1ccc(N=C(C)O)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H11NO3/c1-2-16-12(15)10(8-13)6-9-4-3-5-11(14)7-9/h3-7,14H,2H2,1H3",BXOFYZLSAUJUQJ-UHFFFAOYSA-N,CCOC(=O)C(C#N)=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO2/c1-2-8(10-12)7-5-3-4-6-9(7)11/h3-6,11-12H,2H2,1H3",JJMSLHJQXBZCAI-UHFFFAOYSA-N,CCC(=NO)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12O4/c1-13-9-5-7(3-4-8(9)11)6-10(12)14-2/h3-5,11H,6H2,1-2H3",JJJSFAGPWHEUBT-UHFFFAOYSA-N,COC(=O)Cc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H36O2/c1-5-6-7-8-13-22(3,4)17-10-12-19(21(24)14-17)20-15-18(23)11-9-16(20)2/h10,12,14,16,18,20,23-24H,5-9,11,13,15H2,1-4H3",OTPOYNIGJRTIFG-UHFFFAOYSA-N,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2C)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H16O/c1-8-5-6-9(7-10(8)12)11(2,3)4/h5-7,12H,1-4H3",FLSBACIXSFRPLT-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10O3/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5,9H,1-2H3",KYFBKHRLIHDKPB-UHFFFAOYSA-N,COc1ccc(OC)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H12N2O3/c18-12-9-5-4-8-11(12)15(10-6-2-1-3-7-10)13(19)16-14(20)17-15/h1-9,18H,(H2,16,17,19,20)",YWVMOOVYOCAYQZ-UHFFFAOYSA-N,OC1=NC(c2ccccc2)(c2ccccc2O)C(O)=N1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H15N3O2S/c1-18-14(12-9-5-6-10-13(12)20)17-15(22)19(16(18)21)11-7-3-2-4-8-11/h2-10,14,20H,1H3,(H,17,22)",ZUBJEGGJACOBJQ-UHFFFAOYSA-N,CN1C(=O)N(c2ccccc2)C(S)=NC1c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H7NO2S/c1-11-8-4-6(12-5-9)2-3-7(8)10/h2-4,10H,1H3",VJFACVKPYJJDGX-UHFFFAOYSA-N,COc1cc(SC#N)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O5/c11-8-4-2-1-3-6(8)7(10(14)15)5-9(12)13/h1-4,7,11H,5H2,(H,12,13)(H,14,15)",IIHNNMHVDJWLMG-UHFFFAOYSA-N,O=C(O)CC(C(=O)O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H18O5/c1-2-16-7-8-17-9-10-18-13(15)11-5-3-4-6-12(11)14/h3-6,14H,2,7-10H2,1H3",UHTJMBHXTUBHKT-UHFFFAOYSA-N,CCOCCOCCOC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11N3O2/c17-12-4-2-1-3-11(12)9-15-16-13(18)10-5-7-14-8-6-10/h1-9,17H,(H,16,18)",VBIZUNYMJSPHBH-UHFFFAOYSA-N,O=C(NN=Cc1ccccc1O)c1ccncc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H31NO2/c1-2-3-4-5-6-7-8-9-10-13-16-20-19(22)17-14-11-12-15-18(17)21/h11-12,14-15,21H,2-10,13,16H2,1H3,(H,20,22)",ZETBIRNOTNNZCM-UHFFFAOYSA-N,CCCCCCCCCCCCN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H14O4/c1-2-14-7-8-15-11(13)9-5-3-4-6-10(9)12/h3-6,12H,2,7-8H2,1H3",HMKAWWDIYVMUAB-UHFFFAOYSA-N,CCOCCOC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9NO3/c1-12-8(11)6-3-2-5(9)4-7(6)10/h2-4,10H,9H2,1H3",QQOXBFUTRLDXDP-UHFFFAOYSA-N,COC(=O)c1ccc(N)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO3/c1-10-9(12)6-3-4-7(11)8(5-6)13-2/h3-5,11H,1-2H3,(H,10,12)",RKXKSZGILNYOAQ-UHFFFAOYSA-N,CN=C(O)c1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H14N2O2/c1-9-7-11(15-14-9)5-3-10-4-6-12(16)13(8-10)17-2/h3-8,16H,1-2H3,(H,14,15)",IJCIXCWAMXHVQD-UHFFFAOYSA-N,COc1cc(C=Cc2cc(C)[nH]n2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H18O4/c1-2-3-8-16-9-10-17-13(15)11-6-4-5-7-12(11)14/h4-7,14H,2-3,8-10H2,1H3",VFZSCCHTFKBBRO-UHFFFAOYSA-N,CCCCOCCOC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H12N2O3S/c13-8-1-4-10(5-2-8)18(16,17)12-6-3-9(14)7-11(12)15/h1-7,15H,13-14H2",OAQLGOSYJPOKRS-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H19NO3/c1-19(2)11-10-17(20)16-9-8-15(12-18(16)21)22-13-14-6-4-3-5-7-14/h3-12,21H,13H2,1-2H3",XUPPBOMDIRRIBP-UHFFFAOYSA-N,CN(C)C=CC(=O)c1ccc(OCc2ccccc2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H14O4/c1-3-6-17-12-5-4-10(8-11(12)14)7-9(2)13(15)16/h3-5,7-8,14H,1,6H2,2H3,(H,15,16)",ZJGVAJOKXMXMBS-UHFFFAOYSA-N,C=CCOc1ccc(C=C(C)C(=O)O)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H8O3S/c10-7-3-1-2-6(4-7)5-8(13)9(11)12/h1-5,10,13H,(H,11,12)",ZJPAJWLDOAPPSE-UHFFFAOYSA-N,O=C(O)C(S)=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10OS/c1-2-10-8-6-4-3-5-7(8)9/h3-6,9H,2H2,1H3",CSJBSYKCAKKLKG-UHFFFAOYSA-N,CCSc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H14O4/c1-7(12)6-15-9-3-4-10(8(2)13)11(14)5-9/h3-5,7,12,14H,6H2,1-2H3",CDWQIZZNRUUWLN-UHFFFAOYSA-N,CC(=O)c1ccc(OCC(C)O)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H18O2/c1-15-13-9-11(7-8-12(13)14)10-5-3-2-4-6-10/h7-10,14H,2-6H2,1H3",SFKOSFQNRNFREE-UHFFFAOYSA-N,COc1cc(C2CCCCC2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H40N2O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-18-28-20-14-15-21(22(26)19-20)23(27)25-17-16-24/h14-15,19,26H,2-13,16-18,24H2,1H3,(H,25,27)",QFATXWJCMRBQIF-UHFFFAOYSA-N,CCCCCCCCCCCCCCOc1ccc(C(O)=NCCN)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H12N2O3/c1-2-14-6-3-4-7(8(12)5-6)9(13)11-10/h3-5,12H,2,10H2,1H3,(H,11,13)",GXEIWQCWBRNLDE-UHFFFAOYSA-N,CCOc1ccc(C(O)=NN)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H12O4/c1-7-2-3-8(10(13)6-7)9(12)4-5-11(14)15/h2-3,6,13H,4-5H2,1H3,(H,14,15)",VEMILKYHFUPAJA-UHFFFAOYSA-N,Cc1ccc(C(=O)CCC(=O)O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H26N2O2/c1-2-3-4-5-6-7-12-21-14-8-9-15(16(20)13-14)17-18-10-11-19-17/h8-9,13,20H,2-7,10-12H2,1H3,(H,18,19)",PYEQZBAPTIFGPU-UHFFFAOYSA-N,CCCCCCCCOc1ccc(C2=NCCN2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H8O4/c1-13-9-7(5-11)2-6(4-10)3-8(9)12/h2-5,12H,1H3",MCKJFLUAUQBSEZ-UHFFFAOYSA-N,COc1c(O)cc(C=O)cc1C=O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H29NO3/c1-3-4-5-6-7-8-9-10-13-22-16-11-12-17(15(2)19-21)18(20)14-16/h11-12,14,20-21H,3-10,13H2,1-2H3",OHIORSVUWCEHNT-UHFFFAOYSA-N,CCCCCCCCCCOc1ccc(C(C)=NO)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C26H45NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-30-24-19-20-25(23(2)27-29)26(28)22-24/h19-20,22,28-29H,3-18,21H2,1-2H3",WCDKWODSRHMUFA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOc1ccc(C(C)=NO)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H27NO3/c1-3-5-7-9-16(18-20)15-11-10-14(13-17(15)19)21-12-8-6-4-2/h10-11,13,19-20H,3-9,12H2,1-2H3",RFZMWJXRBRXJOW-UHFFFAOYSA-N,CCCCCOc1ccc(C(CCCCC)=NO)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO2/c1-6-3-4-8(7(2)10-12)9(11)5-6/h3-5,11-12H,1-2H3",OKHFHYLUACAYPT-UHFFFAOYSA-N,CC(=NO)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H16N2O/c1-11-8-9-14(15(18)10-11)12(2)16-17-13-6-4-3-5-7-13/h3-10,17-18H,1-2H3",MCDVSGSOWZYEAM-UHFFFAOYSA-N,CC(=NNc1ccccc1)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C27H39NO3/c1-2-3-4-5-6-7-8-9-10-11-15-18-26(28-30)25-20-19-24(21-27(25)29)31-22-23-16-13-12-14-17-23/h12-14,16-17,19-21,29-30H,2-11,15,18,22H2,1H3",SIUUUJMMOFDKFF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=NO)c1ccc(OCc2ccccc2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H35NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-20(22-24)19-17-18(25-2)15-16-21(19)23/h15-17,23-24H,3-14H2,1-2H3",MFCCSBSLBJTUHE-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=NO)c1cc(OC)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H31NO2/c1-3-4-5-6-7-8-9-10-11-12-18(20-22)17-14-13-16(2)15-19(17)21/h13-15,21-22H,3-12H2,1-2H3",DJRCMVCFUPOPKC-UHFFFAOYSA-N,CCCCCCCCCCCC(=NO)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H10N2O2S/c15-11-6-2-1-5-10(11)12(16)14-13-8-9-4-3-7-17-9/h1-8,15H,(H,14,16)",OLDVIXVCAVKNTM-UHFFFAOYSA-N,OC(=NN=Cc1cccs1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H8N2O2/c11-6-10-9-5-7-3-1-2-4-8(7)12/h1-6,12H,(H,10,11)",ACICHHRSFBFNPI-UHFFFAOYSA-N,OC=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11N3O2/c17-12-7-2-1-6-11(12)13(18)16-15-9-10-5-3-4-8-14-10/h1-9,17H,(H,16,18)",DLWUZZMMXCRNMJ-UHFFFAOYSA-N,OC(=NN=Cc1ccccn1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H13N3O2/c20-15-8-4-2-6-13(15)16(21)19-18-10-11-9-17-14-7-3-1-5-12(11)14/h1-10,17,20H,(H,19,21)",UFZJBFOFFCCFQW-UHFFFAOYSA-N,OC(=NN=Cc1c[nH]c2ccccc12)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H31NO3/c1-3-5-7-8-9-10-14-23-16-11-12-17(18(21)15-16)19(22)20-13-6-4-2/h11-12,15,21H,3-10,13-14H2,1-2H3,(H,20,22)",DXYFQQQZGRUVDB-UHFFFAOYSA-N,CCCCCCCCOc1ccc(C(O)=NCCCC)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO2/c14-11-8-4-3-7-10(11)12(15)13-9-5-1-2-6-9/h3-4,7-9,14H,1-2,5-6H2,(H,13,15)",UVXPTNQUYBGLKC-UHFFFAOYSA-N,OC(=NC1CCCC1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C24H41NO3/c1-3-5-7-9-11-12-14-16-23(25-27)22-18-17-21(20-24(22)26)28-19-15-13-10-8-6-4-2/h17-18,20,26-27H,3-16,19H2,1-2H3",UKRASVYZKQFYMZ-UHFFFAOYSA-N,CCCCCCCCCC(=NO)c1ccc(OCCCCCCCC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H31NO3/c1-3-5-6-7-8-9-10-11-18(20-22)17-13-12-16(15-19(17)21)23-14-4-2/h12-13,15,21-22H,3-11,14H2,1-2H3",FZMBEQQNEZPYBB-UHFFFAOYSA-N,CCCCCCCCCC(=NO)c1ccc(OCCC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H27NO3/c1-3-4-5-6-7-8-9-10-16(18-20)15-12-11-14(21-2)13-17(15)19/h11-13,19-20H,3-10H2,1-2H3",FNIAZZWZJGPTEW-UHFFFAOYSA-N,CCCCCCCCCC(=NO)c1ccc(OC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C23H39NO3/c1-4-6-8-10-11-12-14-16-21(24-26)20-17-19(15-13-9-7-5-2)23(27-3)18-22(20)25/h17-18,25-26H,4-16H2,1-3H3",VXAYTTFWOYSUFE-UHFFFAOYSA-N,CCCCCCCCCC(=NO)c1cc(CCCCCC)c(OC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13NO2/c1-10-7-8-12(13(16)9-10)14(15-17)11-5-3-2-4-6-11/h2-9,16-17H,1H3",SSIHOUYNCPXGKK-UHFFFAOYSA-N,Cc1ccc(C(=NO)c2ccccc2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13NO3/c1-18-11-7-8-12(13(16)9-11)14(15-17)10-5-3-2-4-6-10/h2-9,16-17H,1H3",CGMYMXLVMLLWHC-UHFFFAOYSA-N,COc1ccc(C(=NO)c2ccccc2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
